0,Cologne,Germany,0,50.935,6.992,57,
Date (MM/DD/YYYY),Time (HH:MM),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Dry-bulb (C),Alb,pressure (PA)
10/17/2010,01:00:00,0,0,0,5.49,,101388
10/17/2010,02:00:00,0,0,0,5.32,,101431
10/17/2010,03:00:00,0,0,0,5.38,,101447
10/17/2010,04:00:00,0,0,0,5.45,,101464
10/17/2010,05:00:00,0,0,0,5.51,,101481
10/17/2010,06:00:00,0,0,0,6.01,,101524
10/17/2010,07:00:00,52,5.77,51,6.51,,101567
10/17/2010,08:00:00,84,0,84,7.01,,101610
10/17/2010,09:00:00,55,0,55,7.62,,101616
10/17/2010,10:00:00,76,0,76,8.23,,101623
10/17/2010,11:00:00,81,0,81,8.83,,101630
10/17/2010,12:00:00,58,0,58,8.85,,101626
10/17/2010,13:00:00,76,0,76,8.87,,101623
10/17/2010,14:00:00,61,0,61,8.89,,101620
10/17/2010,15:00:00,91,44.79,82,8.57,,101636
10/17/2010,16:00:00,13,0,13,8.26,,101653
10/17/2010,17:00:00,0,0,0,7.95,,101669
10/17/2010,18:00:00,0,0,0,7.72,,101689
10/17/2010,19:00:00,0,0,0,7.5,,101709
10/17/2010,20:00:00,0,0,0,7.28,,101729
10/17/2010,21:00:00,0,0,0,6.85,,101719
10/17/2010,22:00:00,0,0,0,6.43,,101709
10/17/2010,23:00:00,0,0,0,6.01,,101699
10/18/2010,00:00:00,0,0,0,5.03,,101699
10/18/2010,01:00:00,0,0,0,4.05,,101699
10/18/2010,02:00:00,0,0,0,3.07,,101699
10/18/2010,03:00:00,0,0,0,2.76,,101693
10/18/2010,04:00:00,0,0,0,2.44,,101686
10/18/2010,05:00:00,0,0,0,2.13,,101679
10/18/2010,06:00:00,0,0,0,3.82,,101693
10/18/2010,07:00:00,39,0,39,5.51,,101706
10/18/2010,08:00:00,63,0,63,7.19,,101719
10/18/2010,09:00:00,55,0,55,8.2,,101669
10/18/2010,10:00:00,61,0,61,9.21,,101620
10/18/2010,11:00:00,83,0,83,10.21,,101570
10/18/2010,12:00:00,113,0,113,10.23,,101514
10/18/2010,13:00:00,332,369.27,178,10.24,,101457
10/18/2010,14:00:00,216,211.51,148,10.26,,101401
10/18/2010,15:00:00,151,419.91,69,9.29,,101348
10/18/2010,16:00:00,20,85.15,16,8.33,,101295
10/18/2010,17:00:00,0,0,0,7.37,,101242
10/18/2010,18:00:00,0,0,0,7.36,,101186
10/18/2010,19:00:00,0,0,0,7.36,,101129
10/18/2010,20:00:00,0,0,0,7.36,,101073
10/18/2010,21:00:00,0,0,0,7.47,,100980
10/18/2010,22:00:00,0,0,0,7.58,,100887
10/18/2010,23:00:00,0,0,0,7.69,,100794
10/19/2010,00:00:00,0,0,0,7.64,,100712
10/19/2010,01:00:00,0,0,0,7.59,,100629
10/19/2010,02:00:00,0,0,0,7.54,,100546
10/19/2010,03:00:00,0,0,0,7.8,,100456
10/19/2010,04:00:00,0,0,0,8.07,,100367
10/19/2010,05:00:00,0,0,0,8.33,,100277
10/19/2010,06:00:00,0,0,0,8.7,,100234
10/19/2010,07:00:00,47,6.11,46,9.07,,100191
10/19/2010,08:00:00,96,3.39,95,9.43,,100148
10/19/2010,09:00:00,39,0,39,9.61,,100098
10/19/2010,10:00:00,78,0,78,9.78,,100049
10/19/2010,11:00:00,394,373.68,212,9.95,,99999
10/19/2010,12:00:00,288,123.46,230,9.81,,99979
10/19/2010,13:00:00,85,0,85,9.66,,99959
10/19/2010,14:00:00,285,620.55,89,9.52,,99939
10/19/2010,15:00:00,102,110.71,81,8.84,,99953
10/19/2010,16:00:00,11,24.1,10,8.17,,99966
10/19/2010,17:00:00,0,0,0,7.49,,99979
10/19/2010,18:00:00,0,0,0,7.09,,99979
10/19/2010,19:00:00,0,0,0,6.69,,99979
10/19/2010,20:00:00,0,0,0,6.3,,99979
10/19/2010,21:00:00,0,0,0,6.28,,99963
10/19/2010,22:00:00,0,0,0,6.27,,99946
10/19/2010,23:00:00,0,0,0,6.26,,99929
10/20/2010,00:00:00,0,0,0,6.18,,99933
10/20/2010,01:00:00,0,0,0,6.09,,99936
10/20/2010,02:00:00,0,0,0,6.01,,99939
10/20/2010,03:00:00,0,0,0,6.1,,99976
10/20/2010,04:00:00,0,0,0,6.18,,100012
10/20/2010,05:00:00,0,0,0,6.27,,100049
10/20/2010,06:00:00,0,0,0,6.7,,100128
10/20/2010,07:00:00,11,0,11,7.13,,100208
10/20/2010,08:00:00,51,0,51,7.56,,100287
10/20/2010,09:00:00,134,2.56,133,7.74,,100334
10/20/2010,10:00:00,78,0,78,7.92,,100380
10/20/2010,11:00:00,42,0,42,8.1,,100427
10/20/2010,12:00:00,315,189.58,227,7.9,,100523
10/20/2010,13:00:00,174,22.18,165,7.7,,100619
10/20/2010,14:00:00,48,0,48,7.5,,100715
10/20/2010,15:00:00,19,0,19,7.06,,100801
10/20/2010,16:00:00,9,0,9,6.63,,100887
10/20/2010,17:00:00,0,0,0,6.2,,100973
10/20/2010,18:00:00,0,0,0,5.79,,101056
10/20/2010,19:00:00,0,0,0,5.39,,101139
10/20/2010,20:00:00,0,0,0,4.99,,101222
10/20/2010,21:00:00,0,0,0,4.82,,101275
10/20/2010,22:00:00,0,0,0,4.65,,101328
10/20/2010,23:00:00,0,0,0,4.49,,101381
10/21/2010,00:00:00,0,0,0,4.08,,101454
10/21/2010,01:00:00,0,0,0,3.66,,101527
10/21/2010,02:00:00,0,0,0,3.25,,101600
10/21/2010,03:00:00,0,0,0,3.02,,101623
10/21/2010,04:00:00,0,0,0,2.79,,101646
10/21/2010,05:00:00,0,0,0,2.56,,101669
10/21/2010,06:00:00,0,0,0,3.55,,101713
10/21/2010,07:00:00,113,395.54,52,4.54,,101756
10/21/2010,08:00:00,251,597.09,81,5.52,,101799
10/21/2010,09:00:00,367,709.76,93,6.52,,101799
10/21/2010,10:00:00,391,491.9,169,7.52,,101799
10/21/2010,11:00:00,462,716.28,121,8.51,,101799
10/21/2010,12:00:00,440,693.38,122,8.53,,101782
10/21/2010,13:00:00,372,644.73,114,8.55,,101766
10/21/2010,14:00:00,259,512,103,8.57,,101749
10/21/2010,15:00:00,127,324.6,69,7.37,,101759
10/21/2010,16:00:00,0,0,0,6.18,,101769
10/21/2010,17:00:00,0,0,0,4.98,,101779
10/21/2010,18:00:00,0,0,0,4.53,,101785
10/21/2010,19:00:00,0,0,0,4.09,,101792
10/21/2010,20:00:00,0,0,0,3.65,,101799
10/21/2010,21:00:00,0,0,0,3.51,,101766
10/21/2010,22:00:00,0,0,0,3.37,,101732
10/21/2010,23:00:00,0,0,0,3.23,,101699
10/22/2010,00:00:00,0,0,0,2.82,,101656
10/22/2010,01:00:00,0,0,0,2.42,,101613
10/22/2010,02:00:00,0,0,0,2.01,,101570
10/22/2010,03:00:00,0,0,0,2.11,,101570
10/22/2010,04:00:00,0,0,0,2.22,,101570
10/22/2010,05:00:00,0,0,0,2.32,,101570
10/22/2010,06:00:00,0,0,0,3.54,,101583
10/22/2010,07:00:00,55,20.08,52,4.77,,101597
10/22/2010,08:00:00,143,71.5,123,5.99,,101610
10/22/2010,09:00:00,264,225.8,178,6.89,,101563
10/22/2010,10:00:00,183,13.45,177,7.78,,101517
10/22/2010,11:00:00,185,10.62,180,8.67,,101471
10/22/2010,12:00:00,134,0,134,8.51,,101447
10/22/2010,13:00:00,161,15.2,155,8.35,,101424
10/22/2010,14:00:00,126,23.4,119,8.19,,101401
10/22/2010,15:00:00,83,69.26,71,7.07,,101398
10/22/2010,16:00:00,0,0,0,5.96,,101394
10/22/2010,17:00:00,0,0,0,4.85,,101391
10/22/2010,18:00:00,0,0,0,4.07,,101371
10/22/2010,19:00:00,0,0,0,3.29,,101351
10/22/2010,20:00:00,0,0,0,2.51,,101331
10/22/2010,21:00:00,0,0,0,2.1,,101285
10/22/2010,22:00:00,0,0,0,1.69,,101239
10/22/2010,23:00:00,0,0,0,1.29,,101192
10/23/2010,00:00:00,0,0,0,1.13,,101119
10/23/2010,01:00:00,0,0,0,0.96,,101046
10/23/2010,02:00:00,0,0,0,0.8,,100973
10/23/2010,03:00:00,0,0,0,0.74,,100914
10/23/2010,04:00:00,0,0,0,0.67,,100854
10/23/2010,05:00:00,0,0,0,0.61,,100794
10/23/2010,06:00:00,0,0,0,2.63,,100725
10/23/2010,07:00:00,105,394.03,48,4.66,,100655
10/23/2010,08:00:00,175,181.99,125,6.68,,100586
10/23/2010,09:00:00,195,63.88,171,7.92,,100466
10/23/2010,10:00:00,329,283.68,204,9.16,,100347
10/23/2010,11:00:00,200,19.35,191,10.4,,100228
10/23/2010,12:00:00,244,73.73,211,9.91,,100142
10/23/2010,13:00:00,92,0,92,9.41,,100055
10/23/2010,14:00:00,25,0,25,8.92,,99969
10/23/2010,15:00:00,40,0,40,8.58,,99936
10/23/2010,16:00:00,0,0,0,8.25,,99903
10/23/2010,17:00:00,0,0,0,7.91,,99870
10/23/2010,18:00:00,0,0,0,8.12,,99850
10/23/2010,19:00:00,0,0,0,8.33,,99830
10/23/2010,20:00:00,0,0,0,8.54,,99810
10/23/2010,21:00:00,0,0,0,8.54,,99820
10/23/2010,22:00:00,0,0,0,8.55,,99830
10/23/2010,23:00:00,0,0,0,8.56,,99840
10/24/2010,00:00:00,0,0,0,8.22,,99850
10/24/2010,01:00:00,0,0,0,7.89,,99860
10/24/2010,02:00:00,0,0,0,7.55,,99870
10/24/2010,03:00:00,0,0,0,7.51,,99936
10/24/2010,04:00:00,0,0,0,7.47,,100002
10/24/2010,05:00:00,0,0,0,7.43,,100069
10/24/2010,06:00:00,0,0,0,7.74,,100151
10/24/2010,07:00:00,105,450.37,42,8.05,,100234
10/24/2010,08:00:00,58,0,58,8.36,,100317
10/24/2010,09:00:00,210,97.16,174,8.8,,100350
10/24/2010,10:00:00,411,666.15,121,9.23,,100383
10/24/2010,11:00:00,321,215.33,222,9.66,,100417
10/24/2010,12:00:00,234,63.33,206,9.56,,100460
10/24/2010,13:00:00,300,349.27,166,9.47,,100503
10/24/2010,14:00:00,57,0,57,9.37,,100546
10/24/2010,15:00:00,112,295.16,64,8.15,,100602
10/24/2010,16:00:00,0,0,0,6.94,,100659
10/24/2010,17:00:00,0,0,0,5.72,,100715
10/24/2010,18:00:00,0,0,0,4.96,,100794
10/24/2010,19:00:00,0,0,0,4.2,,100874
10/24/2010,20:00:00,0,0,0,3.45,,100954
10/24/2010,21:00:00,0,0,0,3.2,,101007
10/24/2010,22:00:00,0,0,0,2.95,,101060
10/24/2010,23:00:00,0,0,0,2.71,,101113
10/25/2010,00:00:00,0,0,0,2.78,,101169
10/25/2010,01:00:00,0,0,0,2.86,,101225
10/25/2010,02:00:00,0,0,0,2.93,,101282
10/25/2010,03:00:00,0,0,0,2.93,,101331
10/25/2010,04:00:00,0,0,0,2.92,,101381
10/25/2010,05:00:00,0,0,0,2.92,,101431
10/25/2010,06:00:00,0,0,0,4.2,,101510
10/25/2010,07:00:00,89,288.64,50,5.48,,101590
10/25/2010,08:00:00,140,86.86,117,6.75,,101669
10/25/2010,09:00:00,331,607.59,109,7.52,,101706
10/25/2010,10:00:00,410,688.3,114,8.29,,101742
10/25/2010,11:00:00,356,336.73,203,9.05,,101779
10/25/2010,12:00:00,289,174.03,213,8.91,,101819
10/25/2010,13:00:00,220,105.75,180,8.77,,101858
10/25/2010,14:00:00,172,144.89,131,8.63,,101898
10/25/2010,15:00:00,111,330.37,59,7.35,,101941
10/25/2010,16:00:00,0,0,0,6.08,,101984
10/25/2010,17:00:00,0,0,0,4.8,,102027
10/25/2010,18:00:00,0,0,0,4.2,,102070
10/25/2010,19:00:00,0,0,0,3.6,,102114
10/25/2010,20:00:00,0,0,0,3.01,,102157
10/25/2010,21:00:00,0,0,0,2.52,,102170
10/25/2010,22:00:00,0,0,0,2.03,,102183
10/25/2010,23:00:00,0,0,0,1.54,,102196
10/26/2010,00:00:00,0,0,0,1.08,,102220
10/26/2010,01:00:00,0,0,0,0.63,,102243
10/26/2010,02:00:00,0,0,0,0.17,,102266
10/26/2010,03:00:00,0,0,0,0.15,,102276
10/26/2010,04:00:00,0,0,0,0.13,,102286
10/26/2010,05:00:00,0,0,0,0.11,,102296
10/26/2010,06:00:00,0,0,0,2.21,,102326
10/26/2010,07:00:00,80,222.46,51,4.31,,102356
10/26/2010,08:00:00,190,315.6,108,6.4,,102385
10/26/2010,09:00:00,257,255.38,165,7.6,,102375
10/26/2010,10:00:00,399,659.17,119,8.8,,102365
10/26/2010,11:00:00,386,472.14,174,10,,102356
10/26/2010,12:00:00,238,78.83,204,9.77,,102339
10/26/2010,13:00:00,168,29.5,157,9.55,,102322
10/26/2010,14:00:00,111,18.01,106,9.32,,102306
10/26/2010,15:00:00,17,0,17,8.71,,102283
10/26/2010,16:00:00,0,0,0,8.11,,102259
10/26/2010,17:00:00,0,0,0,7.5,,102236
10/26/2010,18:00:00,0,0,0,7.49,,102206
10/26/2010,19:00:00,0,0,0,7.48,,102177
10/26/2010,20:00:00,0,0,0,7.47,,102147
10/26/2010,21:00:00,0,0,0,7.55,,102117
10/26/2010,22:00:00,0,0,0,7.63,,102087
10/26/2010,23:00:00,0,0,0,7.71,,102057
10/27/2010,00:00:00,0,0,0,7.32,,102031
10/27/2010,01:00:00,0,0,0,6.92,,102004
10/27/2010,02:00:00,0,0,0,6.53,,101978
10/27/2010,03:00:00,0,0,0,6.47,,101948
10/27/2010,04:00:00,0,0,0,6.41,,101918
10/27/2010,05:00:00,0,0,0,6.35,,101888
10/27/2010,06:00:00,0,0,0,6.83,,101898
10/27/2010,07:00:00,53,47.77,47,7.32,,101908
10/27/2010,08:00:00,83,3.92,82,7.8,,101918
10/27/2010,09:00:00,48,0,48,8.41,,101872
10/27/2010,10:00:00,162,9.53,158,9.02,,101825
10/27/2010,11:00:00,192,20.28,183,9.62,,101779
10/27/2010,12:00:00,365,474.21,163,9.9,,101742
10/27/2010,13:00:00,191,65.29,167,10.19,,101706
10/27/2010,14:00:00,24,0,24,10.47,,101669
10/27/2010,15:00:00,57,27.18,53,9.81,,101663
10/27/2010,16:00:00,0,0,0,9.15,,101656
10/27/2010,17:00:00,0,0,0,8.49,,101650
10/27/2010,18:00:00,0,0,0,8.3,,101640
10/27/2010,19:00:00,0,0,0,8.12,,101630
10/27/2010,20:00:00,0,0,0,7.94,,101620
10/27/2010,21:00:00,0,0,0,7.96,,101597
10/27/2010,22:00:00,0,0,0,7.99,,101573
10/27/2010,23:00:00,0,0,0,8.02,,101550
10/28/2010,00:00:00,0,0,0,8.2,,101507
10/28/2010,01:00:00,0,0,0,8.38,,101464
10/28/2010,02:00:00,0,0,0,8.56,,101421
10/28/2010,03:00:00,0,0,0,8.63,,101414
10/28/2010,04:00:00,0,0,0,8.71,,101408
10/28/2010,05:00:00,0,0,0,8.78,,101401
10/28/2010,06:00:00,0,0,0,9.5,,101434
10/28/2010,07:00:00,72,215.1,46,10.22,,101467
10/28/2010,08:00:00,132,88.02,110,10.93,,101500
10/28/2010,09:00:00,246,245.69,160,11.64,,101494
10/28/2010,10:00:00,295,241.36,195,12.35,,101487
10/28/2010,11:00:00,293,180.2,214,13.05,,101481
10/28/2010,12:00:00,232,78.45,199,12.71,,101467
10/28/2010,13:00:00,211,107.64,172,12.36,,101454
10/28/2010,14:00:00,199,329.2,111,12.02,,101441
10/28/2010,15:00:00,85,182.9,59,11.49,,101464
10/28/2010,16:00:00,0,0,0,10.97,,101487
10/28/2010,17:00:00,0,0,0,10.45,,101510
10/28/2010,18:00:00,0,0,0,10.05,,101510
10/28/2010,19:00:00,0,0,0,9.66,,101510
10/28/2010,20:00:00,0,0,0,9.27,,101510
10/28/2010,21:00:00,0,0,0,9.17,,101490
10/28/2010,22:00:00,0,0,0,9.07,,101471
10/28/2010,23:00:00,0,0,0,8.97,,101451
10/29/2010,00:00:00,0,0,0,8,,101368
10/29/2010,01:00:00,0,0,0,7.04,,101285
10/29/2010,02:00:00,0,0,0,6.07,,101202
10/29/2010,03:00:00,0,0,0,5.96,,101146
10/29/2010,04:00:00,0,0,0,5.84,,101089
10/29/2010,05:00:00,0,0,0,5.73,,101033
10/29/2010,06:00:00,0,0,0,7.48,,100983
10/29/2010,07:00:00,67,189.42,45,9.23,,100934
10/29/2010,08:00:00,180,330.58,99,10.97,,100884
10/29/2010,09:00:00,205,124.65,162,12.6,,100784
10/29/2010,10:00:00,308,300.64,185,14.23,,100685
10/29/2010,11:00:00,375,487.12,164,15.85,,100586
10/29/2010,12:00:00,295,233.5,198,15.7,,100450
10/29/2010,13:00:00,240,201.61,168,15.54,,100314
10/29/2010,14:00:00,167,183.05,119,15.39,,100178
10/29/2010,15:00:00,88,247.79,54,15.04,,100128
10/29/2010,16:00:00,0,0,0,14.7,,100079
10/29/2010,17:00:00,0,0,0,14.35,,100029
10/29/2010,18:00:00,0,0,0,14.38,,99989
10/29/2010,19:00:00,0,0,0,14.42,,99949
10/29/2010,20:00:00,0,0,0,14.46,,99909
10/29/2010,21:00:00,0,0,0,14.38,,99866
10/29/2010,22:00:00,0,0,0,14.3,,99823
10/29/2010,23:00:00,0,0,0,14.22,,99780
10/30/2010,00:00:00,0,0,0,13.73,,99760
10/30/2010,01:00:00,0,0,0,13.25,,99740
10/30/2010,02:00:00,0,0,0,12.76,,99721
10/30/2010,03:00:00,0,0,0,12.71,,99731
10/30/2010,04:00:00,0,0,0,12.65,,99740
10/30/2010,05:00:00,0,0,0,12.6,,99750
10/30/2010,06:00:00,0,0,0,13.08,,99767
10/30/2010,07:00:00,32,8.97,31,13.57,,99784
10/30/2010,08:00:00,64,0,64,14.05,,99800
10/30/2010,09:00:00,97,0,97,14.1,,99790
10/30/2010,10:00:00,81,0,81,14.14,,99780
10/30/2010,11:00:00,56,0,56,14.18,,99770
10/30/2010,12:00:00,96,0,96,14.13,,99793
10/30/2010,13:00:00,146,19.89,139,14.08,,99817
10/30/2010,14:00:00,20,0,20,14.03,,99840
10/30/2010,15:00:00,45,15.11,43,13.25,,99883
10/30/2010,16:00:00,0,0,0,12.48,,99926
10/30/2010,17:00:00,0,0,0,11.71,,99969
10/30/2010,18:00:00,0,0,0,11.09,,99969
10/30/2010,19:00:00,0,0,0,10.48,,99969
10/30/2010,20:00:00,0,0,0,9.87,,99969
10/30/2010,21:00:00,0,0,0,9.61,,99929
10/30/2010,22:00:00,0,0,0,9.35,,99890
10/30/2010,23:00:00,0,0,0,9.1,,99850
10/31/2010,00:00:00,0,0,0,9.24,,99800
10/31/2010,01:00:00,0,0,0,9.38,,99750
10/31/2010,02:00:00,0,0,0,9.52,,99701
10/31/2010,03:00:00,0,0,0,9.63,,99677
10/31/2010,04:00:00,0,0,0,9.73,,99654
10/31/2010,05:00:00,0,0,0,9.84,,99631
10/31/2010,06:00:00,0,0,0,10.01,,99651
10/31/2010,07:00:00,20,0,20,10.18,,99671
10/31/2010,08:00:00,23,0,23,10.35,,99691
10/31/2010,09:00:00,36,0,36,10.96,,99694
10/31/2010,10:00:00,34,0,34,11.57,,99697
10/31/2010,11:00:00,66,0,66,12.18,,99701
10/31/2010,12:00:00,151,7.41,148,13.01,,99697
10/31/2010,13:00:00,304,541.94,116,13.83,,99694
10/31/2010,14:00:00,216,551.02,77,14.66,,99691
10/31/2010,15:00:00,87,321.37,46,13.31,,99731
10/31/2010,16:00:00,0,0,0,10,,99770
10/31/2010,17:00:00,0,0,0,10.11,,99810
10/31/2010,18:00:00,0,0,0,10.22,,99830
10/31/2010,19:00:00,0,0,0,10.33,,99850
10/31/2010,20:00:00,0,0,0,10.44,,99870
10/31/2010,21:00:00,0,0,0,10.55,,99880
10/31/2010,22:00:00,0,0,0,10.66,,99890
10/31/2010,23:00:00,0,0,0,10.78,,99900
11/01/2012,00:00:00,0,0,0,10.89,,101656
11/01/2012,01:00:00,0,0,0,11,,101613
11/01/2012,02:00:00,0,0,0,11.11,,101570
11/01/2012,03:00:00,0,0,0,11.22,,101547
11/01/2012,04:00:00,0,0,0,11.33,,101524
11/01/2012,05:00:00,0,0,0,11.44,,101500
11/01/2012,06:00:00,0,0,0,11.55,,101524
11/01/2012,07:00:00,73,431.07,29,11.67,,101547
11/01/2012,08:00:00,202,620.68,59,14.95,,101570
11/01/2012,09:00:00,241,284.95,147,16.46,,101537
11/01/2012,10:00:00,335,474.92,148,17.98,,101504
11/01/2012,11:00:00,398,691.95,109,19.49,,101471
11/01/2012,12:00:00,281,227.52,190,19.16,,101434
11/01/2012,13:00:00,334,792.65,63,18.84,,101398
11/01/2012,14:00:00,164,218.29,110,18.52,,101361
11/01/2012,15:00:00,71,170.9,50,17.03,,101365
11/01/2012,16:00:00,0,0,0,15.54,,101368
11/01/2012,17:00:00,0,0,0,14.06,,101371
11/01/2012,18:00:00,0,0,0,13.59,,101365
11/01/2012,19:00:00,0,0,0,13.13,,101358
11/01/2012,20:00:00,0,0,0,12.67,,101351
11/01/2012,21:00:00,0,0,0,12.3,,101321
11/01/2012,22:00:00,0,0,0,11.93,,101292
11/01/2012,23:00:00,0,0,0,11.57,,101262
11/02/2012,00:00:00,0,0,0,11.56,,101225
11/02/2012,01:00:00,0,0,0,11.56,,101189
11/02/2012,02:00:00,0,0,0,11.56,,101152
11/02/2012,03:00:00,0,0,0,11.46,,101126
11/02/2012,04:00:00,0,0,0,11.36,,101099
11/02/2012,05:00:00,0,0,0,11.25,,101073
11/02/2012,06:00:00,0,0,0,12.28,,101056
11/02/2012,07:00:00,32,20.53,30,13.31,,101040
11/02/2012,08:00:00,107,57.63,94,14.33,,101023
11/02/2012,09:00:00,307,723.28,72,15.31,,100960
11/02/2012,10:00:00,384,802.68,72,16.28,,100897
11/02/2012,11:00:00,419,862.86,63,17.26,,100834
11/02/2012,12:00:00,383,741.9,90,17.05,,100784
11/02/2012,13:00:00,296,549.05,111,16.84,,100735
11/02/2012,14:00:00,214,618.35,64,16.63,,100685
11/02/2012,15:00:00,84,372.04,40,16.06,,100649
11/02/2012,16:00:00,0,0,0,15.49,,100612
11/02/2012,17:00:00,0,0,0,14.92,,100576
11/02/2012,18:00:00,0,0,0,14.69,,100526
11/02/2012,19:00:00,0,0,0,14.46,,100476
11/02/2012,20:00:00,0,0,0,14.23,,100427
11/02/2012,21:00:00,0,0,0,14.21,,100354
11/02/2012,22:00:00,0,0,0,14.19,,100281
11/02/2012,23:00:00,0,0,0,14.17,,100208
11/03/2012,00:00:00,0,0,0,13.96,,100158
11/03/2012,01:00:00,0,0,0,13.76,,100108
11/03/2012,02:00:00,0,0,0,13.56,,100059
11/03/2012,03:00:00,0,0,0,13.48,,100035
11/03/2012,04:00:00,0,0,0,13.41,,100012
11/03/2012,05:00:00,0,0,0,13.33,,99989
11/03/2012,06:00:00,0,0,0,13.6,,99966
11/03/2012,07:00:00,62,355.65,29,13.86,,99943
11/03/2012,08:00:00,149,253.68,93,14.12,,99919
11/03/2012,09:00:00,288,612.55,92,14.18,,99840
11/03/2012,10:00:00,337,531.68,133,14.25,,99760
11/03/2012,11:00:00,325,368.05,175,14.31,,99681
11/03/2012,12:00:00,261,189.77,187,14.49,,99581
11/03/2012,13:00:00,45,0,45,14.68,,99482
11/03/2012,14:00:00,67,0,67,14.87,,99383
11/03/2012,15:00:00,9,0,9,14.3,,99349
11/03/2012,16:00:00,0,0,0,13.74,,99316
11/03/2012,17:00:00,0,0,0,13.18,,99283
11/03/2012,18:00:00,0,0,0,12.93,,99237
11/03/2012,19:00:00,0,0,0,12.69,,99190
11/03/2012,20:00:00,0,0,0,12.44,,99144
11/03/2012,21:00:00,0,0,0,12.68,,99058
11/03/2012,22:00:00,0,0,0,12.91,,98972
11/03/2012,23:00:00,0,0,0,13.15,,98885
11/04/2012,00:00:00,0,0,0,13,,98865
11/04/2012,01:00:00,0,0,0,12.85,,98846
11/04/2012,02:00:00,0,0,0,12.7,,98826
11/04/2012,03:00:00,0,0,0,12.54,,98819
11/04/2012,04:00:00,0,0,0,12.38,,98812
11/04/2012,05:00:00,0,0,0,12.21,,98806
11/04/2012,06:00:00,0,0,0,12.15,,98839
11/04/2012,07:00:00,18,0,18,12.09,,98872
11/04/2012,08:00:00,76,9.26,74,12.03,,98905
11/04/2012,09:00:00,123,12.7,119,12,,98909
11/04/2012,10:00:00,125,2.64,124,11.97,,98912
11/04/2012,11:00:00,161,12.42,156,11.94,,98915
11/04/2012,12:00:00,132,2.6,131,11.55,,98955
11/04/2012,13:00:00,77,0,77,11.16,,98995
11/04/2012,14:00:00,116,64.32,101,10.77,,99034
11/04/2012,15:00:00,24,0,24,10.38,,99061
11/04/2012,16:00:00,0,0,0,10,,99088
11/04/2012,17:00:00,0,0,0,9.62,,99114
11/04/2012,18:00:00,0,0,0,9.38,,99124
11/04/2012,19:00:00,0,0,0,9.15,,99134
11/04/2012,20:00:00,0,0,0,8.92,,99144
11/04/2012,21:00:00,0,0,0,8.7,,99137
11/04/2012,22:00:00,0,0,0,8.47,,99131
11/04/2012,23:00:00,0,0,0,8.25,,99124
11/05/2012,00:00:00,0,0,0,8.39,,99164
11/05/2012,01:00:00,0,0,0,8.54,,99204
11/05/2012,02:00:00,0,0,0,8.69,,99243
11/05/2012,03:00:00,0,0,0,8.5,,99280
11/05/2012,04:00:00,0,0,0,8.31,,99316
11/05/2012,05:00:00,0,0,0,8.12,,99353
11/05/2012,06:00:00,0,0,0,8.45,,99409
11/05/2012,07:00:00,19,0,19,8.77,,99465
11/05/2012,08:00:00,124,146.76,93,9.09,,99522
11/05/2012,09:00:00,134,25.79,126,9.56,,99545
11/05/2012,10:00:00,227,128.41,179,10.03,,99568
11/05/2012,11:00:00,302,306.79,180,10.5,,99591
11/05/2012,12:00:00,209,81.54,178,10.28,,99674
11/05/2012,13:00:00,181,96.12,150,10.07,,99757
11/05/2012,14:00:00,52,0,52,9.86,,99840
11/05/2012,15:00:00,46,57.18,40,9.08,,99890
11/05/2012,16:00:00,0,0,0,8.3,,99939
11/05/2012,17:00:00,0,0,0,7.52,,99989
11/05/2012,18:00:00,0,0,0,6.99,,100042
11/05/2012,19:00:00,0,0,0,6.46,,100095
11/05/2012,20:00:00,0,0,0,5.93,,100148
11/05/2012,21:00:00,0,0,0,5.58,,100161
11/05/2012,22:00:00,0,0,0,5.23,,100175
11/05/2012,23:00:00,0,0,0,4.89,,100188
11/06/2012,00:00:00,0,0,0,5.31,,100248
11/06/2012,01:00:00,0,0,0,5.74,,100307
11/06/2012,02:00:00,0,0,0,6.16,,100367
11/06/2012,03:00:00,0,0,0,6.18,,100413
11/06/2012,04:00:00,0,0,0,6.21,,100460
11/06/2012,05:00:00,0,0,0,6.23,,100506
11/06/2012,06:00:00,0,0,0,6.82,,100543
11/06/2012,07:00:00,33,63.25,28,7.4,,100579
11/06/2012,08:00:00,87,33.89,80,7.98,,100615
11/06/2012,09:00:00,255,478.08,109,8.52,,100625
11/06/2012,10:00:00,318,504.16,132,9.06,,100635
11/06/2012,11:00:00,52,0,52,9.6,,100645
11/06/2012,12:00:00,146,10.66,142,9.6,,100635
11/06/2012,13:00:00,87,0,87,9.6,,100625
11/06/2012,14:00:00,150,236.43,97,9.61,,100615
11/06/2012,15:00:00,50,109.26,39,8.89,,100642
11/06/2012,16:00:00,0,0,0,8.17,,100668
11/06/2012,17:00:00,0,0,0,7.45,,100695
11/06/2012,18:00:00,0,0,0,6.88,,100688
11/06/2012,19:00:00,0,0,0,6.32,,100682
11/06/2012,20:00:00,0,0,0,5.75,,100675
11/06/2012,21:00:00,0,0,0,5.38,,100639
11/06/2012,22:00:00,0,0,0,5,,100602
11/06/2012,23:00:00,0,0,0,4.63,,100566
11/07/2012,00:00:00,0,0,0,4.6,,100519
11/07/2012,01:00:00,0,0,0,4.57,,100473
